Portfolio,Signal date,Effective date,Momentum ranking,Old weights,New weights,Turnover,Cost bps,Cost as portfolio return,OldWeight_SPY,NewWeight_SPY,OldWeight_EFA,NewWeight_EFA,OldWeight_EEM,NewWeight_EEM,OldWeight_IEF,NewWeight_IEF,OldWeight_GLD,NewWeight_GLD,OldWeight_DBC,NewWeight_DBC,OldWeight_VNQ,NewWeight_VNQ
Top 3 momentum,2023-04-28,2023-05-01,EFA > GLD > EEM > SPY > IEF > VNQ > DBC,EFA:0.339765908071; EEM:0.327313670762; GLD:0.332920421167,EFA:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.0128651495,5.0000000000,0.0000064326,0.0000000000,0.0000000000,0.3397659081,0.3333333333,0.3273136708,0.3333333333,0.0000000000,0.0000000000,0.3329204212,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2023-05-31,2023-06-01,GLD > EFA > SPY > EEM > IEF > VNQ > DBC,EFA:0.328463106572; EEM:0.333954497592; GLD:0.337582395835,SPY:0.333333333333; EFA:0.333333333333; GLD:0.333333333333,0.6764071202,5.0000000000,0.0003382036,0.0000000000,0.3333333333,0.3284631066,0.3333333333,0.3339544976,0.0000000000,0.0000000000,0.0000000000,0.3375823958,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2023-06-30,2023-07-03,SPY > EFA > GLD > EEM > VNQ > IEF > DBC,SPY:0.344898271389; EFA:0.338387939297; GLD:0.316713789314,SPY:0.333333333333; EFA:0.333333333333; GLD:0.333333333333,0.0332390880,5.0000000000,0.0000166195,0.3448982714,0.3333333333,0.3383879393,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3167137893,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2023-07-31,2023-08-01,SPY > EFA > GLD > EEM > DBC > IEF > VNQ,SPY:0.335014272595; EFA:0.333165632129; GLD:0.331820095276,SPY:0.333333333333; EFA:0.333333333333; GLD:0.333333333333,0.0033618785,5.0000000000,0.0000016809,0.3350142726,0.3333333333,0.3331656321,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3318200953,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2023-08-31,2023-09-01,SPY > GLD > EFA > DBC > IEF > EEM > VNQ,SPY:0.335564631522; EFA:0.327685644787; GLD:0.336749723691,SPY:0.333333333333; EFA:0.333333333333; GLD:0.333333333333,0.0112953771,5.0000000000,0.0000056477,0.3355646315,0.3333333333,0.3276856448,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3367497237,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2023-09-29,2023-10-02,SPY > DBC > EFA > EEM > VNQ > IEF > GLD,SPY:0.332081195393; EFA:0.335897335019; GLD:0.332021469588,SPY:0.333333333333; EFA:0.333333333333; DBC:0.333333333333,0.6691709425,5.0000000000,0.0003345855,0.3320811954,0.3333333333,0.3358973350,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3320214696,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2023-10-31,2023-11-01,DBC > SPY > GLD > EEM > EFA > VNQ > IEF,SPY:0.333746229020; EFA:0.331252194622; DBC:0.335001576358,SPY:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.3337462290,0.3333333333,0.3312521946,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.3350015764,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2023-11-30,2023-12-01,SPY > DBC > VNQ > EFA > GLD > EEM > IEF,SPY:0.352936949585; GLD:0.331583049830; DBC:0.315480000585,SPY:0.333333333333; DBC:0.333333333333; VNQ:0.333333333333,0.7023733322,5.0000000000,0.0003511867,0.3529369496,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3315830498,0.0000000000,0.3154800006,0.3333333333,0.0000000000,0.3333333333
Top 3 momentum,2023-12-29,2024-01-02,VNQ > SPY > GLD > EFA > EEM > DBC > IEF,SPY:0.336526992505; DBC:0.311241089441; VNQ:0.352231918054,SPY:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.3365269925,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.3112410894,0.0000000000,0.3522319181,0.3333333333
Top 3 momentum,2024-01-31,2024-02-01,SPY > GLD > EFA > IEF > VNQ > DBC > EEM,SPY:0.344252344220; GLD:0.334034278275; VNQ:0.321713377505,SPY:0.333333333333; EFA:0.333333333333; GLD:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.3442523442,0.3333333333,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3340342783,0.3333333333,0.0000000000,0.0000000000,0.3217133775,0.0000000000
Top 3 momentum,2024-02-29,2024-03-01,SPY > EFA > VNQ > GLD > EEM > IEF > DBC,SPY:0.340887159127; EFA:0.333654617075; GLD:0.325458223798,SPY:0.333333333333; EFA:0.333333333333; VNQ:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.3408871591,0.3333333333,0.3336546171,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3254582238,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333
Top 3 momentum,2024-03-28,2024-04-01,SPY > VNQ > GLD > EFA > EEM > IEF > DBC,SPY:0.334641103786; EFA:0.334992492321; VNQ:0.330366403893,SPY:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.6726005255,5.0000000000,0.0003363003,0.3346411038,0.3333333333,0.3349924923,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.3303664039,0.3333333333
Top 3 momentum,2024-04-30,2024-05-01,SPY > EFA > EEM > VNQ > GLD > IEF > DBC,SPY:0.329771785605; GLD:0.353899375338; VNQ:0.316328839057,SPY:0.333333333333; EFA:0.333333333333; EEM:0.333333333333,1.3404564288,5.0000000000,0.0006702282,0.3297717856,0.3333333333,0.0000000000,0.3333333333,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.3538993753,0.0000000000,0.0000000000,0.0000000000,0.3163288391,0.0000000000
Top 3 momentum,2024-05-31,2024-06-03,SPY > GLD > EFA > EEM > VNQ > IEF > DBC,SPY:0.336648897165; EFA:0.336656005359; EEM:0.326695097476,SPY:0.333333333333; EFA:0.333333333333; GLD:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.3366488972,0.3333333333,0.3366560054,0.3333333333,0.3266950975,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2024-06-28,2024-07-01,SPY > GLD > EEM > EFA > DBC > IEF > VNQ,SPY:0.343300679396; EFA:0.325544249275; GLD:0.331155071329,SPY:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.6710231907,5.0000000000,0.0003355116,0.3433006794,0.3333333333,0.3255442493,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.3311550713,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2024-07-31,2024-08-01,GLD > SPY > EEM > VNQ > EFA > IEF > DBC,SPY:0.329223240146; EEM:0.328033815576; GLD:0.342742944278,SPY:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.0188192219,5.0000000000,0.0000094096,0.3292232401,0.3333333333,0.0000000000,0.0000000000,0.3280338156,0.3333333333,0.0000000000,0.0000000000,0.3427429443,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2024-08-30,2024-09-03,GLD > VNQ > SPY > EFA > EEM > IEF > DBC,SPY:0.335082908291; EEM:0.330634143679; GLD:0.334282948030,SPY:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.3350829083,0.3333333333,0.0000000000,0.0000000000,0.3306341437,0.0000000000,0.0000000000,0.0000000000,0.3342829480,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.3333333333
Top 3 momentum,2024-09-30,2024-10-01,VNQ > GLD > EEM > SPY > EFA > IEF > DBC,SPY:0.328869397899; GLD:0.338495133955; VNQ:0.332635468146,EEM:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.6680623970,5.0000000000,0.0003340312,0.3288693979,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.3384951340,0.3333333333,0.0000000000,0.0000000000,0.3326354681,0.3333333333
Top 3 momentum,2024-10-31,2024-11-01,VNQ > GLD > SPY > EEM > IEF > EFA > DBC,EEM:0.325397061261; GLD:0.350152701316; VNQ:0.324450237423,SPY:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.6844328585,5.0000000000,0.0003422164,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.3253970613,0.0000000000,0.0000000000,0.0000000000,0.3501527013,0.3333333333,0.0000000000,0.0000000000,0.3244502374,0.3333333333
Top 3 momentum,2024-11-29,2024-12-02,VNQ > SPY > GLD > IEF > EEM > EFA > DBC,SPY:0.345046938641; GLD:0.315455476235; VNQ:0.339497585124,SPY:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.0357557142,5.0000000000,0.0000178779,0.3450469386,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3154554762,0.3333333333,0.0000000000,0.0000000000,0.3394975851,0.3333333333
Top 3 momentum,2024-12-31,2025-01-02,GLD > VNQ > SPY > IEF > EEM > EFA > DBC,SPY:0.339088240427; GLD:0.342552844592; VNQ:0.318358914981,SPY:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.0299488367,5.0000000000,0.0000149744,0.3390882404,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3425528446,0.3333333333,0.0000000000,0.0000000000,0.3183589150,0.3333333333
Top 3 momentum,2025-01-31,2025-02-03,GLD > SPY > DBC > VNQ > EEM > EFA > IEF,SPY:0.330049947038; GLD:0.343228064308; VNQ:0.326721988654,SPY:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.6732334393,5.0000000000,0.0003366167,0.3300499470,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3432280643,0.3333333333,0.0000000000,0.3333333333,0.3267219887,0.0000000000
Top 3 momentum,2025-02-28,2025-03-03,GLD > SPY > DBC > EEM > VNQ > EFA > IEF,SPY:0.328347994551; GLD:0.338628020034; DBC:0.333023985415,SPY:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.0105893734,5.0000000000,0.0000052947,0.3283479946,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3386280200,0.3333333333,0.3330239854,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2025-03-31,2025-04-01,GLD > DBC > IEF > SPY > EFA > VNQ > EEM,SPY:0.308439922755; GLD:0.357496379548; DBC:0.334063697697,IEF:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.3084399228,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.3574963795,0.3333333333,0.3340636977,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2025-04-30,2025-05-01,GLD > EFA > IEF > EEM > SPY > DBC > VNQ,IEF:0.339225111700; GLD:0.353888778038; DBC:0.306886110262,EFA:0.333333333333; IEF:0.333333333333; GLD:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.3392251117,0.3333333333,0.3538887780,0.3333333333,0.3068861103,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2025-05-30,2025-06-02,GLD > EFA > EEM > IEF > SPY > DBC > VNQ,EFA:0.345279356328; IEF:0.325410321625; GLD:0.329310322047,EFA:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.6747126892,5.0000000000,0.0003373563,0.0000000000,0.0000000000,0.3452793563,0.3333333333,0.0000000000,0.3333333333,0.3254103216,0.0000000000,0.3293103220,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2025-06-30,2025-07-01,GLD > EFA > EEM > IEF > DBC > SPY > VNQ,EFA:0.330519982796; EEM:0.345386928959; GLD:0.324093088244,EFA:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.0241071913,5.0000000000,0.0000120536,0.0000000000,0.0000000000,0.3305199828,0.3333333333,0.3453869290,0.3333333333,0.0000000000,0.0000000000,0.3240930882,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2025-07-31,2025-08-01,GLD > EEM > EFA > SPY > IEF > DBC > VNQ,EFA:0.328596880549; EEM:0.337844153574; GLD:0.333558965877,EFA:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.0094729056,5.0000000000,0.0000047365,0.0000000000,0.0000000000,0.3285968805,0.3333333333,0.3378441536,0.3333333333,0.0000000000,0.0000000000,0.3335589659,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2025-08-29,2025-09-02,GLD > EEM > EFA > SPY > IEF > DBC > VNQ,EFA:0.334811930128; EEM:0.328893778379; GLD:0.336294291493,EFA:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.0088791099,5.0000000000,0.0000044396,0.0000000000,0.0000000000,0.3348119301,0.3333333333,0.3288937784,0.3333333333,0.0000000000,0.0000000000,0.3362942915,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2025-09-30,2025-10-01,EEM > GLD > SPY > EFA > IEF > VNQ > DBC,EFA:0.318037665691; EEM:0.333723166220; GLD:0.348239168088,SPY:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.3333333333,0.3180376657,0.0000000000,0.3337231662,0.3333333333,0.0000000000,0.0000000000,0.3482391681,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2025-10-31,2025-11-03,EEM > GLD > SPY > EFA > DBC > IEF > VNQ,SPY:0.330803193107; EEM:0.334597407052; GLD:0.334599399840,SPY:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.0050602805,5.0000000000,0.0000025301,0.3308031931,0.3333333333,0.0000000000,0.0000000000,0.3345974071,0.3333333333,0.0000000000,0.0000000000,0.3345993998,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2025-11-28,2025-12-01,GLD > EEM > SPY > DBC > EFA > IEF > VNQ,SPY:0.329815928704; EEM:0.323340571761; GLD:0.346843499535,SPY:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.0270203324,5.0000000000,0.0000135102,0.3298159287,0.3333333333,0.0000000000,0.0000000000,0.3233405718,0.3333333333,0.0000000000,0.0000000000,0.3468434995,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2025-12-31,2026-01-02,GLD > EEM > SPY > EFA > DBC > IEF > VNQ,SPY:0.328763705485; EEM:0.335595075707; GLD:0.335641218808,SPY:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.0091392557,5.0000000000,0.0000045696,0.3287637055,0.3333333333,0.0000000000,0.0000000000,0.3355950757,0.3333333333,0.0000000000,0.0000000000,0.3356412188,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2026-01-30,2026-02-02,GLD > EEM > EFA > DBC > SPY > VNQ > IEF,SPY:0.315360118922; EEM:0.335717265912; GLD:0.348922615166,EFA:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.3153601189,0.0000000000,0.0000000000,0.3333333333,0.3357172659,0.3333333333,0.0000000000,0.0000000000,0.3489226152,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2026-02-27,2026-03-02,GLD > EEM > DBC > EFA > SPY > VNQ > IEF,EFA:0.327698063726; EEM:0.331715474988; GLD:0.340586461286,EEM:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.6699023834,5.0000000000,0.0003349512,0.0000000000,0.0000000000,0.3276980637,0.0000000000,0.3317154750,0.3333333333,0.0000000000,0.0000000000,0.3405864613,0.3333333333,0.0000000000,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2026-03-31,2026-04-01,DBC > GLD > EEM > EFA > IEF > VNQ > SPY,EEM:0.307582961773; GLD:0.301485386793; DBC:0.390931651434,EEM:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.1151966362,5.0000000000,0.0000575983,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3075829618,0.3333333333,0.0000000000,0.0000000000,0.3014853868,0.3333333333,0.3909316514,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2026-04-30,2026-05-01,DBC > EEM > GLD > EFA > VNQ > SPY > IEF,EEM:0.353706854720; GLD:0.309071823833; DBC:0.337221321447,EEM:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.0485230190,5.0000000000,0.0000242615,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3537068547,0.3333333333,0.0000000000,0.0000000000,0.3090718238,0.3333333333,0.3372213214,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2026-05-29,2026-06-01,DBC > EEM > EFA > SPY > GLD > VNQ > IEF,EEM:0.356810427988; GLD:0.327694460308; DBC:0.315495111704,EFA:0.333333333333; EEM:0.333333333333; DBC:0.333333333333,0.7023431099,5.0000000000,0.0003511716,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.3568104280,0.3333333333,0.0000000000,0.0000000000,0.3276944603,0.0000000000,0.3154951117,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2026-06-30,2026-07-01,EEM > DBC > VNQ > EFA > SPY > IEF > GLD,EFA:0.345581152668; EEM:0.344039067106; DBC:0.310379780226,EEM:0.333333333333; DBC:0.333333333333; VNQ:0.333333333333,0.7125737729,5.0000000000,0.0003562869,0.0000000000,0.0000000000,0.3455811527,0.0000000000,0.3440390671,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3103797802,0.3333333333,0.0000000000,0.3333333333
Equal weight,2006-08-31,2006-09-01,VNQ > GLD > EFA > DBC > IEF > SPY > EEM,cash,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,1.0000000000,5.0000000000,0.0005000000,0.0000000000,0.1428571429,0.0000000000,0.1428571429,0.0000000000,0.1428571429,0.0000000000,0.1428571429,0.0000000000,0.1428571429,0.0000000000,0.1428571429,0.0000000000,0.1428571429
Equal weight,2006-09-29,2006-10-02,VNQ > EFA > IEF > SPY > GLD > DBC > EEM,SPY:0.147452323454; EFA:0.143894183371; EEM:0.142325348902; IEF:0.145309237381; GLD:0.137075530022; DBC:0.137545328248; VNQ:0.146398048623,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0232504428,5.0000000000,0.0000116252,0.1474523235,0.1428571429,0.1438941834,0.1428571429,0.1423253489,0.1428571429,0.1453092374,0.1428571429,0.1370755300,0.1428571429,0.1375453282,0.1428571429,0.1463980486,0.1428571429
Equal weight,2006-10-31,2006-11-01,VNQ > SPY > IEF > EFA > EEM > DBC > GLD,SPY:0.142706878315; EFA:0.143533326081; EEM:0.148111201459; IEF:0.139091611521; GLD:0.140137984589; DBC:0.139733081965; VNQ:0.146685916070,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0195180301,5.0000000000,0.0000097590,0.1427068783,0.1428571429,0.1435333261,0.1428571429,0.1481112015,0.1428571429,0.1390916115,0.1428571429,0.1401379846,0.1428571429,0.1397330820,0.1428571429,0.1466859161,0.1428571429
Equal weight,2006-11-30,2006-12-01,VNQ > EEM > SPY > EFA > IEF > GLD > DBC,SPY:0.139595423141; EFA:0.141079793356; EEM:0.145064860717; IEF:0.138668735412; GLD:0.146303004565; DBC:0.145870281103; VNQ:0.143417901707,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0184549533,5.0000000000,0.0000092275,0.1395954231,0.1428571429,0.1410797934,0.1428571429,0.1450648607,0.1428571429,0.1386687354,0.1428571429,0.1463030046,0.1428571429,0.1458702811,0.1428571429,0.1434179017,0.1428571429
Equal weight,2006-12-29,2007-01-03,EEM > VNQ > EFA > SPY > IEF > GLD > DBC,SPY:0.144206295365; EFA:0.146853196219; EEM:0.150073013783; IEF:0.140488220358; GLD:0.139695671015; DBC:0.139002131003; VNQ:0.139681472256,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0251221536,5.0000000000,0.0000125611,0.1442062954,0.1428571429,0.1468531962,0.1428571429,0.1500730138,0.1428571429,0.1404882204,0.1428571429,0.1396956710,0.1428571429,0.1390021310,0.1428571429,0.1396814723,0.1428571429
Equal weight,2007-01-31,2007-02-01,VNQ > EEM > EFA > SPY > IEF > GLD > DBC,SPY:0.142651485143; EFA:0.142495614213; EEM:0.140697826227; IEF:0.139975171440; GLD:0.144139619013; DBC:0.137164418931; VNQ:0.152875865033,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0226023967,5.0000000000,0.0000113012,0.1426514851,0.1428571429,0.1424956142,0.1428571429,0.1406978262,0.1428571429,0.1399751714,0.1428571429,0.1441396190,0.1428571429,0.1371644189,0.1428571429,0.1528758650,0.1428571429
Equal weight,2007-02-28,2007-03-01,VNQ > EEM > EFA > SPY > GLD > IEF > DBC,SPY:0.139721849616; EFA:0.142344857876; EEM:0.137904266654; IEF:0.145446494341; GLD:0.146144886086; DBC:0.149765338706; VNQ:0.138672306720,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0255705811,5.0000000000,0.0000127853,0.1397218496,0.1428571429,0.1423448579,0.1428571429,0.1379042667,0.1428571429,0.1454464943,0.1428571429,0.1461448861,0.1428571429,0.1497653387,0.1428571429,0.1386723067,0.1428571429
Equal weight,2007-03-30,2007-04-02,EEM > EFA > VNQ > GLD > DBC > SPY > IEF,SPY:0.143134327992; EFA:0.145597208471; EEM:0.149042551959; IEF:0.141299028287; GLD:0.139919533360; DBC:0.142448661833; VNQ:0.138558688098,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0184053197,5.0000000000,0.0000092027,0.1431343280,0.1428571429,0.1455972085,0.1428571429,0.1490425520,0.1428571429,0.1412990283,0.1428571429,0.1399195334,0.1428571429,0.1424486618,0.1428571429,0.1385586881,0.1428571429
Equal weight,2007-04-30,2007-05-01,EEM > EFA > GLD > SPY > VNQ > DBC > IEF,SPY:0.146017361534; EFA:0.145064856130; EEM:0.145032713487; IEF:0.140671853027; GLD:0.142695142537; DBC:0.140870543279; VNQ:0.139647530005,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0150870052,5.0000000000,0.0000075435,0.1460173615,0.1428571429,0.1450648561,0.1428571429,0.1450327135,0.1428571429,0.1406718530,0.1428571429,0.1426951425,0.1428571429,0.1408705433,0.1428571429,0.1396475300,0.1428571429
Equal weight,2007-05-31,2007-06-01,EEM > EFA > SPY > VNQ > DBC > GLD > IEF,SPY:0.146343663024; EFA:0.144886169136; EEM:0.148710886169; IEF:0.139569924851; GLD:0.138272368320; DBC:0.141210341638; VNQ:0.141006646862,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0227385795,5.0000000000,0.0000113693,0.1463436630,0.1428571429,0.1448861691,0.1428571429,0.1487108862,0.1428571429,0.1395699249,0.1428571429,0.1382723683,0.1428571429,0.1412103416,0.1428571429,0.1410066469,0.1428571429
Equal weight,2007-06-29,2007-07-02,EEM > EFA > SPY > DBC > GLD > IEF > VNQ,SPY:0.142555014845; EFA:0.144206056354; EEM:0.149991722984; IEF:0.143993744984; GLD:0.141866912664; DBC:0.145747770603; VNQ:0.131638777566,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0250214470,5.0000000000,0.0000125107,0.1425550148,0.1428571429,0.1442060564,0.1428571429,0.1499917230,0.1428571429,0.1439937450,0.1428571429,0.1418669127,0.1428571429,0.1457477706,0.1428571429,0.1316387776,0.1428571429
Equal weight,2007-07-31,2007-08-01,EEM > DBC > EFA > IEF > SPY > GLD > VNQ,SPY:0.139668809035; EFA:0.140880790950; EEM:0.145212930565; IEF:0.147437250839; GLD:0.147593237408; DBC:0.146932273343; VNQ:0.132274707859,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0314942415,5.0000000000,0.0000157471,0.1396688090,0.1428571429,0.1408807910,0.1428571429,0.1452129306,0.1428571429,0.1474372508,0.1428571429,0.1475932374,0.1428571429,0.1469322733,0.1428571429,0.1322747079,0.1428571429
Equal weight,2007-08-31,2007-09-04,EEM > EFA > SPY > GLD > DBC > IEF > VNQ,SPY:0.142672903969; EFA:0.139972763782; EEM:0.142331451744; IEF:0.144053005140; GLD:0.142428188549; DBC:0.138175886299; VNQ:0.150365800517,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0174090399,5.0000000000,0.0000087045,0.1426729040,0.1428571429,0.1399727638,0.1428571429,0.1423314517,0.1428571429,0.1440530051,0.1428571429,0.1424281885,0.1428571429,0.1381758863,0.1428571429,0.1503658005,0.1428571429
Equal weight,2007-09-28,2007-10-01,EEM > GLD > DBC > SPY > EFA > IEF > VNQ,SPY:0.139481977255; EFA:0.141423808680; EEM:0.149821969259; IEF:0.134402017307; GLD:0.148393953519; DBC:0.146932790431; VNQ:0.139543483548,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0331545693,5.0000000000,0.0000165773,0.1394819773,0.1428571429,0.1414238087,0.1428571429,0.1498219693,0.1428571429,0.1344020173,0.1428571429,0.1483939535,0.1428571429,0.1469327904,0.1428571429,0.1395434835,0.1428571429
